┌──────────┬───────────────────────────────┬─────────────────────┬───────┬────────────────────────────┐
│ leads_id │             stage             │      timestamp      │ state │           reason           │
│ 1727     │ leads_registered              │ 2022-02-24 10:08:29 │ 1     │                            │
│ 1727     │ leads_qualification           │ 2022-03-01 17:02:36 │ 1     │                            │
│ 1727     │ initial_communication_success │ 2022-03-04 17:47:09 │ 1     │                            │
│ 1727     │ approach_success              │ 2022-03-07 09:59:14 │ 1     │                            │
│ 1727     │ discussion_success            │ 2022-03-15 10:30:15 │ 1     │                            │
│ 1727     │ offer_sent                    │ 2022-03-17 10:00:51 │ 1     │                            │
│ 1727     │ quotation_recieved            │ 2022-03-25 16:57:31 │ 1     │                            │
│ 1727     │ deal_won                      │ 2022-04-01 14:11:02 │ 1     │                            │
│ 1728     │ leads_registered              │ 2022-02-24 10:23:43 │ 1     │                            │
│ 1728     │ leads_qualification           │ 2022-03-02 11:57:20 │ 1     │                            │
│ 1728     │ initial_communication_success │ 2022-03-04 12:10:40 │ 1     │                            │
│ 1728     │ approach_success              │ 2022-03-07 16:11:13 │ 1     │                            │
│ 1728     │ discussion_success            │ 2022-03-16 16:51:53 │ 1     │                            │
│ 1728     │ offer_sent                    │ 2022-03-18 14:52:44 │ 1     │                            │
│ 1728     │ quotation_recieved            │ 2022-03-29 11:12:28 │ 1     │                            │
│ 1728     │ deal_won                      │ 2022-04-04 11:22:21 │ 1     │                            │
│ 1729     │ leads_registered              │ 2022-02-24 10:30:15 │ 1     │                            │
│ 1729     │ leads_qualification           │ 2022-03-03 14:21:55 │ 0     │ not selected               │
│ 1730     │ leads_registered              │ 2022-02-24 11:53:34 │ 1     │                            │
│ 1730     │ leads_qualification           │ 2022-03-02 17:39:12 │ 1     │                            │
│ 1730     │ initial_communication_success │ 2022-03-04 15:08:08 │ 1     │                            │
│ 1730     │ approach_success              │ 2022-03-07 16:16:53 │ 1     │                            │
│ 1730     │ discussion_success            │ 2022-03-15 11:58:33 │ 1     │                            │
│ 1730     │ offer_sent                    │ 2022-03-17 12:10:49 │ 1     │                            │
│ 1730     │ quotation_recieved            │ 2022-03-25 16:17:28 │ 1     │                            │
│ 1730     │ deal_won                      │ 2022-04-01 17:33:19 │ 1     │                            │
│ 1731     │ leads_registered              │ 2022-02-24 12:22:01 │ 1     │                            │
│ 1732     │ leads_registered              │ 2022-02-24 14:37:30 │ 1     │                            │
│ 1733     │ leads_registered              │ 2022-02-24 16:09:59 │ 1     │                            │
│ 1733     │ leads_qualification           │ 2022-03-02 09:30:25 │ 1     │                            │
│ 1733     │ initial_communication_success │ 2022-03-04 10:50:08 │ 1     │                            │
│ 1733     │ approach_success              │ 2022-03-07 14:31:34 │ 1     │                            │
│ 1733     │ discussion_success            │ 2022-03-14 17:12:34 │ 1     │                            │
│ 1733     │ offer_sent                    │ 2022-03-16 10:03:12 │ 0     │ not answered               │
│ 1734     │ leads_registered              │ 2022-02-24 16:36:20 │ 1     │                            │
│ 1734     │ leads_qualification           │ 2022-03-02 10:52:04 │ 1     │                            │
│ 1734     │ initial_communication_success │ 2022-03-04 14:39:41 │ 1     │                            │
│ 1734     │ approach_success              │ 2022-03-07 11:25:23 │ 1     │                            │
│ 1734     │ discussion_success            │ 2022-03-14 10:45:07 │ 1     │                            │
│ 1734     │ offer_sent                    │ 2022-03-18 16:47:38 │ 1     │                            │
│ 1734     │ quotation_recieved            │ 2022-03-25 16:47:08 │ 0     │ price not fit              │
│ 1735     │ leads_registered              │ 2022-02-24 17:12:04 │ 1     │                            │
│ 1736     │ leads_registered              │ 2022-02-25 09:01:41 │ 1     │                            │
│ 1736     │ leads_qualification           │ 2022-03-04 12:36:09 │ 1     │                            │
│ 1736     │ initial_communication_success │ 2022-03-07 16:45:59 │ 1     │                            │
│ 1736     │ approach_success              │ 2022-03-09 10:09:33 │ 0     │ not answered               │
│ 1737     │ leads_registered              │ 2022-02-25 10:43:07 │ 1     │                            │
